ID_Transaccion;Categoria;Turno_Entrega;Tiempo_Despacho_Min;Monto_ARS
10287;Electronica;Tarde;5.303.366.170.332.640;27.956.962.834.714.600
10845;Electronica;Mañana;6.071.869.453.695.860;17.437.978.735.380.100
10881;Indumentaria;Tarde;3.789.643.149.343.030;3.232.841.058.494.640
10430;Electronica;Noche;5.944.003.379.378.290;35.785.182.788.855.700
10639;Ferreteria;Noche;5.508.090.778.640.650;21.384.248.083.084.000
10686;Indumentaria;Tarde;1.389.868.666.595.420;2.465.066.384.207.780
11327;Electronica;Tarde;5.842.513.002.090.180;2.354.340.423.926.450
11248;Indumentaria;Tarde;4.304.310.196.440.950;1.794.032.761.414.200
11318;Indumentaria;Noche;24.632.663.069.436.600;8.932.130.270.851.990
10197;Ferreteria;Mañana;4.712.752.750.714.350;26.288.143.084.035.600
11191;Hogar;Noche;15.623.376.867.980.400;30.047.672.616.183.300
10384;Electronica;Mañana;2.702.843.905.103.670;3.473.049.631.479.520
10069;Indumentaria;Noche;29.771.798.952.821.700;2.683.760.597.734.280
10458;Hogar;Mañana;27.027.239.510.964.900;10.949.111.746.892.000
10138;Hogar;Tarde;4.068.613.470.824.710;35.945.038.461.670.900
11391;Indumentaria;Mañana;4.828.488.785.000.980;2.694.409.485.607.760
10140;Ferreteria;Tarde;6.316.109.308.408.620;20.403.624.190.928.900
10532;Electronica;Mañana;4.328.568.066.597.170;3.515.127.714.012.660
11397;Hogar;Tarde;5.607.736.248.909.510;27.821.516.318.580.800
10729;Ferreteria;Mañana;3.849.050.786.890.780;1.653.111.527.576.640
11101;Indumentaria;Noche;6.111.401.419.364.790;3.211.337.378.827.510
11381;Ferreteria;Noche;785.442.547.619.398;2.896.870.797.034.050
10675;Electronica;Mañana;4.013.662.771.502.560;11.111.233.931.212.000
10336;Electronica;Noche;378.449.643.013.056;11.639.956.205.000.800
10573;Indumentaria;Mañana;3.548.485.341.246.480;13.411.281.579.870.000
11257;Hogar;Mañana;3.631.421.178.079.110;24.464.320.773.622.800
11250;Hogar;Noche;4.225.209.122.667.110;18.668.924.111.343.500
10394;Hogar;Mañana;32.877.872.183.890.900;31.736.307.178.597.600
11123;Hogar;Noche;42.620.749.844.230.100;26.140.030.580.609.300
11030;Hogar;Noche;7.058.464.413.788.160;23.730.066.185.845.000
11458;Indumentaria;Noche;6.136.085.379.224.750;21.401.747.168.584.400
10847;Indumentaria;Mañana;21.815.247.904.500.600;25.861.633.182.333.800
11194;Indumentaria;Tarde;4.699.726.817.136.420;29.904.473.406.130.600
10515;Hogar;Mañana;4.566.389.079.105.490;27.302.927.186.582.500
10064;Hogar;Tarde;4.037.175.597.489.310;19.686.206.549.174.200
10281;Ferreteria;Mañana;4.105.824.916.526.290;1.813.482.203.282.660
10166;Ferreteria;Tarde;31.835.363.703.606.300;23.863.939.095.763.700
10090;Ferreteria;Tarde;5.058.743.564.685;18.555.156.812.589.900
10733;Ferreteria;Noche;30.114.625.702.642.200;3.009.870.838.214.180
10666;Indumentaria;Tarde;2.152.629.946.171.090;14.606.435.853.501.300
10866;Electronica;Noche;4.373.155.501.284.280;2.425.055.950.449.300
10625;Indumentaria;Mañana;4.711.408.328.387.150;16.070.419.109.122.400
10950;Hogar;Tarde;3.967.788.974.723.660;29.315.786.989.546.900
10710;Hogar;Tarde;449.473.801.198.719;34.854.145.835.915.900
11021;Electronica;Mañana;30.910.098.932.010.900;1.971.059.492.137.380
10717;Ferreteria;Noche;5.446.223.773.716.920;15.319.434.239.190.300
10535;Indumentaria;Tarde;5.604.584.205.276.890;17.142.079.366.214.500
10001;Ferreteria;Tarde;8.549.571.210.629.260;1.873.182.252.691.690
10216;Ferreteria;Tarde;4.273.746.569.090.160;22.521.176.635.857.900
11045;Hogar;Tarde;6.682.590.873.722.650;30.692.127.922.149.900
10781;Hogar;Tarde;8.111.066.375.896.820;1.936.539.847.833.170
10875;Hogar;Mañana;55.626.315.643.418.700;21.002.597.400.416.100
11470;Electronica;Mañana;4.104.381.918.227.090;20.746.769.402.660.000
11059;Ferreteria;Noche;4.287.585.284.766.280;28.471.918.600.053.600
10542;Hogar;Mañana;2.394.365.032.421.120;22.624.825.189.435.900
11182;Ferreteria;Noche;4.441.493.699.072.010;26.915.915.744.902.200
11384;Electronica;Noche;7.358.912.022.686.340;2.229.879.416.325.480
11169;Hogar;Noche;5.023.035.677.635.860;19.835.904.591.284.800
10123;Hogar;Mañana;5.375.829.441.562.960;198.757.643.479.401
10614;Indumentaria;Mañana;2.846.579.517.205.270;14.908.648.065.988.700
10207;Ferreteria;Mañana;55.711.291.694.287.900;22.893.961.357.890.900
10554;Electronica;Tarde;5.484.721.817.752.630;2.454.322.711.331.150
10273;Ferreteria;Noche;3.117.193.542.595.100;2.805.941.249.388.080
10503;Ferreteria;Mañana;6.076.791.016.479.060;17.579.902.451.796.700
10045;Ferreteria;Noche;5.363.054.440.788.560;11.869.974.381.121.000
10624;Electronica;Mañana;6.670.400.307.299.330;3.455.276.199.956.920
10771;Electronica;Mañana;4.696.653.136.028.870;2.177.448.586.756.960
11200;Electronica;Tarde;297.399.951.486.784;1.727.711.564.495.820
10978;Ferreteria;Tarde;1.832.473.549.101.920;19.385.326.696.092.400
10220;Hogar;Tarde;6.239.686.867.933.950;2.899.528.855.355.680
10791;Ferreteria;Tarde;4.988.147.637.804.440;21.152.340.236.671.000
10971;Hogar;Noche;5.044.679.012.507.030;29.108.392.200.154.100
10341;Ferreteria;Noche;2.990.158.513.368.140;1.169.898.942.198.910
11351;Ferreteria;Mañana;3.595.971.228.258.310;1.982.947.763.384.520
11213;Indumentaria;Tarde;536.553.874.000.268;28.497.848.780.376.300
11433;Ferreteria;Noche;6.750.857.053.444.000;1.971.974.434.619.330
10967;Indumentaria;Tarde;4.169.618.097.755.860;13.917.943.283.941.500
10621;Indumentaria;Mañana;523.491.087.420.011;17.074.439.032.447.200
10996;Electronica;Noche;4.418.080.988.912.860;2.160.325.136.415.840
10760;Ferreteria;Noche;4.108.567.750.561.110;3.141.464.786.035.930
10046;Ferreteria;Noche;8.491.466.151.779.480;17.027.258.109.416.300
10326;Hogar;Noche;3.602.448.284.654.670;2.534.823.848.606.480
10989;Ferreteria;Noche;4.504.142.753.825.900;3.354.816.706.709.550
10784;Indumentaria;Mañana;47.274.282.410.409.400;3.512.292.874.425.250
11184;Ferreteria;Tarde;5.304.566.778.902.550;3.404.921.022.628.940
10324;Indumentaria;Noche;2.064.064.186.858.430;21.293.421.081.307.100
10202;Hogar;Noche;30.689.073.783.805.100;245.977.362.051
11165;Indumentaria;Noche;17.422.397.522.961.700;10.391.636.714.144.700
10867;Indumentaria;Mañana;3.491.582.591.718.600;1.843.287.088.395.460
11377;Electronica;Mañana;5.032.452.382.136.490;17.233.914.692.779.500
10914;Ferreteria;Tarde;44.578.645.298.879.600;3.344.429.578.919.530
10005;Ferreteria;Noche;29.302.830.860.633.500;35.921.190.095.136.600
10295;Ferreteria;Mañana;4.092.131.998.389.840;17.339.957.733.475.600
11047;Electronica;Tarde;7.704.838.693.204.080;28.634.909.659.989.200
11260;Hogar;Mañana;1.251.777.621.430.490;3.829.661.392.811.730
11335;Indumentaria;Noche;43.981.278.936.562.000;3.484.448.343.095.360
10998;Ferreteria;Mañana;3.950.248.416.731.840;2.795.225.865.160.200
10471;Ferreteria;Mañana;57.868.246.591.971.400;2.640.395.974.368.790
11067;Hogar;Tarde;5.546.379.900.520.760;30.867.623.065.128.600
10761;Indumentaria;Tarde;25.683.368.320.526.400;20.224.092.872.193.800
10691;Indumentaria;Noche;6.089.910.834.088.720;13.184.421.522.837.200
10286;Electronica;Noche;27.873.538.612.263;31.732.037.438.527.900
10959;Hogar;Mañana;3.826.847.663.267.050;26.716.346.759.655.700
10198;Electronica;Mañana;4.088.657.464.418.200;22.721.864.179.702.400
11001;Hogar;Noche;5.554.430.687.860.300;12.108.260.553.291.600
11308;Electronica;Tarde;3.884.047.962.028.790;25.516.968.249.444.200
10260;Electronica;Tarde;6.874.180.881.183.130;17.214.145.797.375.500
10797;Hogar;Noche;57.971.170.374.612.600;951.815.532.153.794
11227;Ferreteria;Tarde;4.202.285.227.386.360;14.972.870.630.206.700
11463;Hogar;Tarde;3.436.822.379.630.190;10.331.923.648.065.200
11120;Indumentaria;Noche;3.478.573.386.289.860;3.307.121.644.312.420
10333;Hogar;Noche;206.563.312.882.324;4.182.985.534.253.040
10613;Indumentaria;Mañana;3.308.360.919.796.970;16.837.587.621.908.200
10649;Electronica;Tarde;6.041.556.609.908.530;16.974.286.476.879.600
11471;Indumentaria;Noche;6.003.976.369.481.740;24.434.268.193.759.300
11339;Indumentaria;Tarde;3.707.949.242.155.040;3.495.722.225.228.240
10338;Ferreteria;Tarde;4.023.640.201.764.390;294.447.094.773.515
10113;Indumentaria;Mañana;26.922.873.116.935.800;33.615.382.602.342.800
10549;Hogar;Noche;3.333.121.780.998.920;28.768.846.398.899.800
11374;Hogar;Noche;473.617.188.744.115;3.811.033.545.067.140
11451;Electronica;Noche;5.383.709.038.541.950;29.390.803.406.470.600
10676;Ferreteria;Tarde;3.053.558.040.365.440;2.338.543.922.452.360
10808;Indumentaria;Mañana;44.927.630.671.423.000;23.369.272.554.090.800
10502;Electronica;Mañana;4.893.543.570.485.490;2.886.155.241.292.920
10898;Hogar;Noche;5.849.152.561.133.580;34.005.542.528.135.300
10870;Electronica;Noche;1.739.506.445.648.740;2.659.197.211.033.540
10239;Ferreteria;Noche;6.643.986.394.069.280;14.086.017.958.256.700
10188;Hogar;Tarde;3.882.868.541.010.940;4.366.631.457.319.820
11106;Electronica;Tarde;4.496.750.320.158.170;12.311.186.729.424.200
11324;Electronica;Tarde;485.092.117.820.181;3.852.019.076.334.350
10145;Hogar;Mañana;38.822.607.685.216.200;26.576.214.663.018.400
10600;Electronica;Mañana;7.623.523.116.143.370;22.899.677.413.743.500
10538;Electronica;Tarde;44.391.422.598.822.300;31.726.710.074.933.200
11414;Indumentaria;Tarde;6.955.238.535.168.670;1.927.322.766.937.700
11285;Indumentaria;Mañana;5.790.684.072.633.300;375.229.813.966.772
10793;Ferreteria;Tarde;32.006.595.779.891.200;3.639.169.817.415.840
11488;Electronica;Noche;8.219.084.128.064.860;2.393.582.495.487.920
10432;Electronica;Noche;4.946.881.597.889.700;1.868.686.697.285.910
10088;Ferreteria;Mañana;76.934.198.336.184;21.930.476.643.352.100
10769;Electronica;Tarde;567.946.906.482.067;32.064.369.021.608.200
11157;Electronica;Mañana;6.716.522.816.906.510;3.553.826.246.222.060
10322;Ferreteria;Tarde;4.701.277.761.266.570;16.729.484.238.554
10408;Ferreteria;Tarde;438.369.927.720.901;273.039.007.594.186
11465;Indumentaria;Mañana;55.982.061.397.393.300;1.808.318.287.105.600
11352;Hogar;Mañana;5.826.363.458.660.710;26.419.033.367.315.700
11284;Hogar;Noche;5.913.852.822.804.280;3.455.328.146.019.560
11412;Electronica;Tarde;32.698.174.198.556.800;2.476.559.085.425.380
10572;Electronica;Tarde;6.098.021.439.812.440;29.439.521.596.538.600
10043;Ferreteria;Tarde;438.627.390.627.268;2.388.566.390.578.690
10272;Ferreteria;Mañana;2.575.591.006.052.550;20.522.144.702.879.100
10924;Electronica;Tarde;3.643.992.977.080.010;1.866.104.884.156.550
11395;Indumentaria;Tarde;5.633.887.787.465.690;2.561.387.390.973.200
10491;Electronica;Mañana;4.206.208.769.868.240;7.056.356.999.521.640
10081;Ferreteria;Tarde;4.250.425.005.962.510;20.522.698.481.728.200
11160;Ferreteria;Noche;5.429.349.708.267.160;2.097.474.476.580.580
10237;Indumentaria;Tarde;10.737.782.137.764.800;4.245.885.200.954.160
10155;Indumentaria;Tarde;35.002.192.780.897.200;22.674.314.053.174.200
10684;Electronica;Mañana;4.784.567.593.088.280;3.100.357.256.709.890
10983;Electronica;Mañana;4.844.889.701.840.140;13.551.850.815.364.800
10279;Indumentaria;Tarde;4.192.079.588.707.530;20.464.100.193.524.500
10210;Hogar;Noche;4.693.597.197.360.250;21.090.498.958.791.900
11152;Ferreteria;Mañana;9.540.472.586.217.290;3.766.702.305.223.620
11230;Hogar;Mañana;4.460.045.033.332.250;19.070.452.797.895.300
10148;Electronica;Tarde;4.543.570.158.572.610;27.185.593.592.176.300
10786;Hogar;Noche;4.781.703.821.836.630;13.778.058.214.109.800
11175;Hogar;Mañana;2.969.393.154.251.640;26.395.003.085.400.100
11056;Ferreteria;Mañana;5.396.597.562.170.430;1.694.421.382.558.460
11143;Hogar;Tarde;3.329.189.852.656.010;23.660.606.386.531.200
11061;Electronica;Mañana;6.811.178.717.992.120;30.781.467.529.647.600
10855;Electronica;Noche;48.498.089.459.778.100;3.385.651.388.852.100
11290;Electronica;Noche;5.348.530.619.504.080;91.587.963.275.601
10995;Electronica;Mañana;3.866.230.898.366.930;1.256.932.651.443.980
11402;Electronica;Tarde;63.192.314.775.478;2.496.797.486.531.850
10695;Ferreteria;Mañana;5.190.629.594.160.070;18.104.920.568.040.400
10308;Ferreteria;Noche;5.051.283.453.764.050;14.886.846.919.778.700
10634;Indumentaria;Mañana;5.942.781.534.307.400;1.891.855.415.017.010
11473;Indumentaria;Mañana;59.429.349.293.330.600;24.978.238.439.127.000
10946;Electronica;Tarde;3.228.855.461.823.080;2.876.858.624.754.760
10636;Electronica;Mañana;7.664.166.891.963.680;2.744.896.560.809.560
11203;Indumentaria;Noche;6.163.182.573.713.040;13.283.183.493.995.000
10209;Electronica;Mañana;424.612.367.391.554;24.288.642.395.849.900
10537;Hogar;Noche;3.150.318.205.823.740;352.511.403.918.627
10933;Electronica;Noche;29.427.462.793.695.900;40.064.658.024.557.800
10865;Electronica;Noche;403.886.483.310.261;13.598.694.431.501.800
10467;Electronica;Tarde;4.901.110.473.533.190;34.299.666.292.738.400
11183;Ferreteria;Tarde;4.833.651.205.454.890;28.197.192.843.351.700
11072;Indumentaria;Noche;5.025.512.668.842.590;26.938.778.226.917.700
10243;Electronica;Noche;62.254.357.963.742.400;3.259.338.965.142.130
10389;Electronica;Mañana;1.961.821.667.164.170;3.061.500.625.046.330
11014;Electronica;Mañana;5.507.220.901.510.370;16.248.686.158.302.100
11307;Ferreteria;Mañana;5.724.508.733.907.510;4.078.727.672.198.760
10106;Indumentaria;Tarde;5.490.015.889.675.670;10.555.541.908.663.800
10658;Ferreteria;Mañana;5.397.086.544.679.360;16.493.500.169.106.300
10589;Electronica;Noche;3.907.803.655.613.850;3.239.356.372.792.160
10590;Electronica;Noche;3.714.683.428.069.710;9.309.378.750.658.920
10191;Hogar;Tarde;1.164.581.953.506.700;19.333.858.084.775.800
11323;Indumentaria;Tarde;3.415.326.554.041.570;344.829.582.465.903
10117;Indumentaria;Tarde;5.415.366.563.407.110;2.572.775.181.420.320
11041;Indumentaria;Tarde;4.363.238.649.722.150;2.487.895.944.511.220
11193;Ferreteria;Tarde;4.584.942.677.718.250;15.178.117.267.163.800
10411;Ferreteria;Noche;62.994.880.137.878.500;1.649.672.254.037.500
11468;Ferreteria;Noche;4.641.462.868.393.440;2.704.518.163.080.340
11273;Hogar;Tarde;3.963.084.252.898.020;23.763.086.867.624.700
11258;Ferreteria;Noche;6.653.153.678.759.020;2.732.592.877.560.940
10799;Hogar;Mañana;45.909.132.535.124;5.820.009.030.962.730
10352;Electronica;Tarde;5.525.127.756.935.130;1.694.984.516.539.610
10980;Ferreteria;Tarde;29.445.734.910.375.800;2.671.916.603.070.570
11028;Electronica;Tarde;4.760.514.969.207.780;2.204.375.322.994.910
10509;Indumentaria;Noche;4.848.192.767.788.000;21.739.599.838.636.100
10773;Ferreteria;Tarde;7.415.404.572.274.750;18.689.307.506.905.000
10095;Indumentaria;Mañana;1.923.756.398.788.860;2.151.344.818.267.010
10887;Indumentaria;Noche;4.820.468.822.268.700;2.404.451.300.845.020
11422;Hogar;Mañana;3.482.271.892.462.380;2.320.494.312.086.930
10162;Ferreteria;Mañana;4.622.344.552.476.540;31.004.288.923.482.400
10888;Ferreteria;Tarde;320.997.995.763.219;25.924.783.976.509.700
10479;Ferreteria;Mañana;8.320.249.922.172.960;3.333.888.369.994.240
11388;Hogar;Noche;6.276.258.791.490.210;2.214.314.246.200.860
10179;Hogar;Tarde;5.813.573.793.601.470;12.119.428.420.684.900
10350;Ferreteria;Noche;5.013.918.597.320.830;2.083.694.303.838.080
10831;Electronica;Tarde;3.271.504.964.761.980;1.803.686.692.997.070
11364;Ferreteria;Mañana;6.211.283.243.432.480;3.277.672.655.005.160
10992;Indumentaria;Tarde;24.817.727.456.216.600;38.192.530.297.603.800
10802;Electronica;Mañana;63.647.751.558.215.300;21.539.191.147.545.800
10130;Ferreteria;Noche;4.968.737.520.385.700;32.909.444.482.757.900
10697;Indumentaria;Mañana;4.666.334.218.331.650;21.113.098.492.765.500
10904;Hogar;Noche;4.249.205.785.391.470;1.990.512.330.457.110
10364;Hogar;Mañana;44.259.346.446.657.200;19.742.801.353.691.400
10312;Ferreteria;Mañana;374.684.549.385.168;21.491.314.314.522.500
10746;Hogar;Tarde;4.117.650.232.697.310;1.504.659.909.857.730
10085;Hogar;Noche;62.032.275.245.441.500;2.408.752.662.102.110
10358;Electronica;Tarde;3.641.554.420.823.900;34.909.566.152.515.100
10029;Ferreteria;Tarde;474.997.924.284.527;2.569.142.813.662.740
10837;Electronica;Tarde;2.266.499.467.314.040;3.136.874.164.798.850
10753;Indumentaria;Noche;6.847.757.898.793.310;19.050.707.093.065.800
10838;Ferreteria;Noche;32.663.526.341.177.000;3.186.894.718.460.810
10465;Hogar;Tarde;538.852.788.166.226;28.289.457.276.674.300
11009;Ferreteria;Mañana;4.817.624.577.121.690;9.087.685.542.791.870
10568;Hogar;Mañana;5.446.584.777.032.250;7.587.351.315.007.070
11008;Ferreteria;Tarde;3.734.497.525.188.370;2.493.145.369.591.380
10277;Indumentaria;Noche;13.050.346.866.255.700;18.321.892.884.860.800
10672;Indumentaria;Noche;4.839.451.402.232.800;17.573.026.641.422.200
10217;Electronica;Tarde;414.450.124.340.976;251.639.441.034.082
10441;Ferreteria;Noche;3.627.243.252.124.460;33.385.682.150.093.800
11413;Ferreteria;Noche;15.963.516.791.831.400;1.885.736.587.834.240
10108;Indumentaria;Mañana;4.744.004.998.496.290;21.711.537.665.063.600
10446;Hogar;Noche;3.846.254.488.617.730;3.491.210.393.612.770
10091;Ferreteria;Tarde;6.898.683.502.724.060;3.309.709.168.726.820
11252;Ferreteria;Mañana;4.973.603.848.316.030;3.937.059.141.187.740
10873;Electronica;Noche;5.619.132.179.309.520;3.396.891.903.959.290
11486;Hogar;Mañana;5.279.421.689.771.700;15.296.600.460.398.800
11255;Indumentaria;Noche;2.416.662.668.740.380;12.011.732.924.812.700
10331;Electronica;Mañana;2.679.108.929.021.150;17.372.648.780.978.500
10100;Hogar;Noche;4.479.923.076.520.440;24.547.682.048.146.100
11436;Indumentaria;Tarde;3.441.668.862.332.620;2.679.029.893.246.270
10630;Electronica;Tarde;3.571.145.302.530.830;2.016.270.346.003.820
10548;Indumentaria;Tarde;4.802.849.339.442.670;21.593.689.256.681.600
11330;Indumentaria;Tarde;44.802.405.172.165.000;18.810.198.563.923.200
10294;Indumentaria;Mañana;5.683.348.947.050.170;1.964.796.301.696.140
11287;Indumentaria;Noche;6.631.924.474.428.740;14.492.086.946.475
11311;Indumentaria;Mañana;4.110.912.366.094.110;2.571.884.930.330.700
11292;Ferreteria;Tarde;6.826.732.566.893.550;24.427.702.303.483.800
11195;Electronica;Tarde;495.213.077.327.515;18.108.762.921.736.200
10203;Electronica;Noche;3.069.593.080.470.450;19.887.011.820.224.200
11429;Hogar;Tarde;5.378.236.115.624.420;11.912.089.316.481.800
10988;Indumentaria;Mañana;3.326.964.202.338.840;2.069.860.335.045.240
11040;Electronica;Noche;3.171.068.530.058.100;2.125.954.312.143.450
10576;Electronica;Mañana;4.627.174.296.965.930;18.368.579.095.960.800
10584;Indumentaria;Tarde;3.681.831.001.590.380;19.819.416.035.404.800
10955;Hogar;Mañana;381.040.390.293.866;3.993.629.687.048.980
10410;Hogar;Tarde;536.986.345.120.788;16.919.632.485.729.400
10777;Ferreteria;Mañana;3.500.641.913.612.650;24.126.140.558.507.600
11038;Electronica;Noche;7.148.563.899.675.600;26.837.131.331.118.900
10725;Electronica;Tarde;646.031.114.381.291;2.247.374.098.847.860
10186;Indumentaria;Noche;5.143.218.471.931.040;3.776.838.793.116.440
10010;Hogar;Mañana;2.200.896.946.656.360;2.787.789.411.485.960
10599;Indumentaria;Mañana;5.935.250.596.734.140;32.373.627.880.802.800
11134;Hogar;Mañana;4.092.777.798.589.590;3.698.556.229.532.110
11019;Electronica;Mañana;4.436.496.512.702.640;28.864.506.874.090.500
10780;Electronica;Noche;3.570.098.718.892.650;32.578.899.195.679.700
10718;Ferreteria;Noche;48.298.757.259.089.000;3.917.111.179.511.210
10345;Hogar;Mañana;5.149.092.898.695.270;30.098.829.463.003.100
10736;Ferreteria;Tarde;4.844.808.312.185.900;2.144.084.522.760.920
10735;Hogar;Noche;527.579.525.180.852;13.849.653.068.239.800
10383;Electronica;Mañana;4.723.126.344.352.820;23.418.261.261.778.900
10323;Indumentaria;Tarde;466.918.179.394.364;2.509.981.639.468.370
10092;Indumentaria;Tarde;6.187.197.966.889.780;1.997.292.727.203.880
10361;Electronica;Mañana;2.979.393.012.876.200;14.920.148.172.493.400
10372;Indumentaria;Noche;7.562.618.865.844.270;30.515.239.494.242.100
10909;Indumentaria;Mañana;4.700.939.860.748.460;2.307.205.444.915.840
10579;Indumentaria;Mañana;4.907.132.240.701.410;24.903.903.413.604.200
10987;Ferreteria;Mañana;365.859.717.866.438;2.036.021.120.687.340
10496;Hogar;Mañana;4.247.115.568.783.870;2.044.278.852.673.330
10354;Ferreteria;Mañana;5.788.885.837.499.760;2.477.827.547.003.680
10073;Indumentaria;Tarde;5.046.410.108.706.650;19.872.765.206.015.300
11167;Indumentaria;Mañana;18.259.428.848.279.600;31.882.103.771.209.500
11303;Indumentaria;Tarde;5.244.997.101.341.060;22.044.546.484.314.400
11300;Hogar;Mañana;1.852.619.423.782.730;3.040.327.295.144.830
11305;Hogar;Noche;6.462.473.746.337.150;26.237.573.994.762.500
10857;Hogar;Noche;25.150.934.653.423.400;2.459.432.624.107.610
10256;Hogar;Tarde;44.795.957.483.320.100;24.686.621.035.150.200
11460;Electronica;Noche;4.807.900.340.401.620;4.053.751.690.155.010
10288;Electronica;Tarde;4.573.003.105.324.570;31.436.008.447.591.600
11331;Indumentaria;Tarde;4.214.207.448.504.480;3.730.452.348.884.370
10433;Ferreteria;Noche;493.309.859.207.994;27.764.907.331.082.900
10629;Hogar;Noche;4.717.858.075.172.490;3.655.589.991.157.200
11298;Electronica;Mañana;6.446.132.131.934.550;3.522.899.110.440.910
11370;Hogar;Tarde;3.843.587.614.864.550;16.134.022.778.257.000
10616;Electronica;Tarde;5.584.044.014.283.920;17.522.570.316.133.900
10388;Electronica;Noche;3.662.835.963.441.060;3.204.898.511.423.620
10836;Hogar;Tarde;4.173.688.877.124.080;34.757.685.999.121.500
10280;Ferreteria;Tarde;24.638.955.603.206.800;15.946.106.245.458.900
11037;Hogar;Noche;5.017.345.512.374.870;3.025.648.055.007.200
10688;Hogar;Tarde;47.773.512.253.934.600;26.823.437.360.079.600
11178;Hogar;Noche;319.991.553.805.732;25.665.517.733.772.100
11112;Ferreteria;Mañana;6.748.551.606.989.130;20.559.903.044.402.500
10305;Electronica;Mañana;6.213.577.715.961.180;3.241.925.993.431.040
10125;Ferreteria;Noche;5.917.790.590.520.390;183.096.950.501.969
11034;Electronica;Tarde;3.273.897.283.366.910;21.890.041.398.353.700
10267;Ferreteria;Mañana;5.458.174.619.172.310;16.600.966.072.857.900
10536;Ferreteria;Tarde;20.889.605.144.961.300;2.922.814.307.515.940
10228;Electronica;Noche;3.664.078.313.843.870;16.043.554.191.292.700
11347;Hogar;Mañana;5.489.581.799.484.590;23.819.843.483.055.500
10401;Ferreteria;Tarde;4.861.572.715.662.240;27.319.619.525.998.700
10363;Indumentaria;Mañana;6.617.564.063.897.180;2.280.571.975.429.910
11000;Indumentaria;Mañana;4.331.628.799.572.510;3.145.265.676.328.580
10147;Hogar;Tarde;20.080.807.600.833.400;18.616.052.782.548.100
10663;Indumentaria;Noche;6.433.904.794.073.450;24.142.776.951.715.700
10416;Electronica;Tarde;4.188.553.420.526.430;3.746.976.970.274.740
10195;Indumentaria;Tarde;4.997.957.600.930.220;2.069.472.799.034.610
11419;Electronica;Tarde;4.885.695.978.627.930;32.485.395.651.086.300
11359;Hogar;Noche;2.402.220.527.902.220;31.206.285.254.345.700
11074;Electronica;Noche;4.581.031.089.071.230;14.178.171.697.565.600
11075;Electronica;Mañana;6.519.998.734.255.180;2.809.945.497.267.400
10922;Electronica;Tarde;5.780.587.008.385.910;16.915.030.633.684.700
10923;Hogar;Noche;4.854.488.854.091.660;3.908.791.668.180.280
10012;Hogar;Noche;51.243.545.503.913.900;36.692.209.650.212.000
10008;Hogar;Noche;3.009.815.660.914.980;25.639.811.958.224.500
10468;Electronica;Noche;6.198.052.479.442.550;25.375.204.525.521.600
11222;Electronica;Mañana;649.763.545.559.183;19.976.853.297.733.600
10278;Electronica;Tarde;3.279.968.028.316.620;2.125.154.010.939.310
11046;Hogar;Mañana;201.740.551.150.022;3.481.721.339.298.230
10641;Indumentaria;Tarde;56.893.994.107.288.700;4.076.206.758.907.300
10921;Hogar;Tarde;3.778.389.663.923.270;23.393.640.025.051.000
10040;Hogar;Mañana;6.016.293.360.557.750;33.975.245.687.857.000
10121;Electronica;Tarde;6.116.930.842.658.630;2.634.721.565.548.370
10328;Ferreteria;Noche;4.873.797.814.103.480;22.065.378.672.743.300
10075;Indumentaria;Noche;4.802.550.839.874.820;32.530.062.838.358.300
10886;Electronica;Noche;23.719.371.936.787.800;27.491.585.246.597.600
10868;Hogar;Tarde;5.674.255.747.106.830;31.959.485.219.584.200
10270;Indumentaria;Tarde;31.683.629.921.831.400;4.443.315.457.609.720
10348;Ferreteria;Noche;3.745.282.122.147.620;1.923.816.729.984.830
10375;Ferreteria;Noche;5.298.045.289.938.670;3.931.450.468.691.330
10056;Ferreteria;Tarde;5.922.762.305.575.000;30.417.174.930.861.000
10082;Electronica;Mañana;44.311.788.270.286.200;19.807.570.236.573.000
10132;Electronica;Mañana;5.660.749.115.463.410;2.847.864.976.613.470
10970;Ferreteria;Mañana;6.113.090.168.469.110;43.570.267.522.790.400
10794;Electronica;Noche;5.749.348.992.896.080;3.669.027.422.028.180
10730;Hogar;Tarde;4.707.448.034.678.710;4.109.627.304.768.480
10622;Hogar;Mañana;6.321.404.475.688.910;32.921.558.051.918.700
10048;Indumentaria;Tarde;4.853.643.198.602.100;3.466.760.406.414.520
10009;Indumentaria;Mañana;5.369.098.858.761.000;3.789.432.473.049.910
10578;Indumentaria;Noche;528.564.032.616.852;231.481.201.119.983
10337;Hogar;Noche;5.499.675.475.070.080;20.746.704.797.442.600
10494;Electronica;Mañana;6.503.708.499.737.240;2.262.581.391.227.440
10309;Indumentaria;Tarde;3.575.669.169.890.080;16.252.507.343.228.700
11125;Ferreteria;Tarde;2.994.163.381.171.740;21.449.133.196.405.300
11154;Ferreteria;Mañana;10.175.543.899.501.200;21.908.358.153.952.500
11369;Indumentaria;Mañana;4.508.750.319.998.150;2.426.993.958.134.690
10704;Electronica;Noche;35.125.898.351.980.200;2.948.189.631.590.760
10627;Indumentaria;Tarde;2.340.653.919.935.720;23.569.799.329.736.700
10245;Indumentaria;Noche;31.739.768.181.611.900;2.494.922.863.141.730
10271;Ferreteria;Mañana;4.672.303.565.308.320;3.540.250.553.708.470
10060;Hogar;Tarde;4.182.995.871.673.510;28.763.789.248.933.800
